,PostalCode,DAuid,CSDuid,SAC,DisseminationBlock,DGUID
917586,V2S,59090926,5909052,932,1,2021S733759090926
1045971,V2S,59090926,5909052,932,2,2021S733859090926
1045972,V2S,59090926,5909052,932,2,2021S733959090926
1045973,V2S,59090926,5909052,932,2,2021S734059090926
1088888,V2S,59090926,5909052,932,1,2021S734159090926
1153007,V2S,59090926,5909052,932,1,2021S734259090926
19482,V2S,59090927,5909052,932,1,2021S734359090927
104824,V2S,59090927,5909052,932,1,2021S734459090927
318754,V2S,59090927,5909052,932,1,2021S734559090927
1024519,V2S,59090927,5909052,932,2,2021S734659090927
1174440,V2S,59090927,5909052,932,2,2021S734759090927
1281413,V2S,59090927,5909052,932,2,2021S734859090927
1323827,V2S,59090927,5909052,932,2,2021S734959090927
147863,V2S,59090928,5909052,932,2,2021S735059090928
382971,V2S,59090928,5909052,932,1,2021S735159090928
425887,V2S,59090928,5909052,932,2,2021S735259090928
682497,V2S,59090928,5909052,932,2,2021S735359090928
767811,V2S,59090928,5909052,932,2,2021S735459090928
874875,V2S,59090928,5909052,932,1,2021S735559090928
1003266,V2S,59090928,5909052,932,1,2021S735659090928
1217115,V2S,59090928,5909052,932,1,2021S735759090928
1323841,V2S,59090928,5909052,932,1,2021S735859090928
1345484,V2S,59090928,5909052,932,1,2021S735959090928
126353,V2S,59090930,5909052,932,2,2021S736059090930
788986,V2S,59090930,5909052,932,2,2021S736159090930
62314,V2S,59090931,5909052,932,1,2021S736259090931
104850,V2S,59090931,5909052,932,1,2021S736359090931
276191,V2S,59090931,5909052,932,2,2021S736459090931
340294,V2S,59090931,5909052,932,2,2021S736559090931
468407,V2S,59090931,5909052,932,1,2021S736659090931
618040,V2S,59090931,5909052,932,1,2021S736759090931
661116,V2S,59090931,5909052,932,2,2021S736859090931
788981,V2S,59090931,5909052,932,2,2021S736959090931
1131533,V2S,59090931,5909052,932,1,2021S737059090931
40855,V2S,59090946,5909052,932,8,2021S737159090946
425916,V2S,59090946,5909052,932,7,2021S737259090946
938929,V2S,59090946,5909052,932,7,2021S737359090946
1238515,V2S,59090946,5909052,932,7,2021S737459090946
1259817,V2S,59090946,5909052,932,8,2021S737559090946
83668,V2S,59090947,5909052,932,3,2021S737659090947
211855,V2S,59090947,5909052,932,3,2021S737759090947
276194,V2S,59090947,5909052,932,1,2021S737859090947
297452,V2S,59090947,5909052,932,1,2021S737959090947
404326,V2S,59090947,5909052,932,1,2021S738059090947
447033,V2S,59090947,5909052,932,2,2021S738159090947
618041,V2S,59090947,5909052,932,1,2021S738259090947
618042,V2S,59090947,5909052,932,1,2021S738359090947
1110108,V2S,59090947,5909052,932,1,2021S738459090947
1259824,V2S,59090947,5909052,932,1,2021S738559090947
211846,V2S,59090949,5909052,932,5,2021S738659090949
233551,V2S,59090949,5909052,932,5,2021S738759090949
233552,V2S,59090949,5909052,932,5,2021S738859090949
318772,V2S,59090949,5909052,932,4,2021S738959090949
554251,V2S,59090949,5909052,932,5,2021S739059090949
639482,V2S,59090949,5909052,932,5,2021S739159090949
661109,V2S,59090949,5909052,932,5,2021S739259090949
746484,V2S,59090949,5909052,932,5,2021S739359090949
767802,V2S,59090949,5909052,932,5,2021S739459090949
831941,V2S,59090949,5909052,932,5,2021S739559090949
874899,V2S,59090949,5909052,932,5,2021S739659090949
917581,V2S,59090949,5909052,932,5,2021S739759090949
981711,V2S,59090949,5909052,932,5,2021S739859090949
1238529,V2S,59090949,5909052,932,5,2021S739959090949
1302577,V2S,59090949,5909052,932,5,2021S740059090949
1323861,V2S,59090949,5909052,932,4,2021S740159090949
19469,V2S,59090959,5909052,932,2,2021S740259090959
40818,V2S,59090959,5909052,932,7,2021S740359090959
40853,V2S,59090959,5909052,932,3,2021S740459090959
104833,V2S,59090959,5909052,932,7,2021S740559090959
147868,V2S,59090959,5909052,932,4,2021S740659090959
147869,V2S,59090959,5909052,932,3,2021S740759090959
190442,V2S,59090959,5909052,932,1,2021S740859090959
211823,V2S,59090959,5909052,932,2,2021S740959090959
233533,V2S,59090959,5909052,932,5,2021S741059090959
233534,V2S,59090959,5909052,932,3,2021S741159090959
276158,V2S,59090959,5909052,932,1,2021S741259090959
276182,V2S,59090959,5909052,932,4,2021S741359090959
340291,V2S,59090959,5909052,932,2,2021S741459090959
404323,V2S,59090959,5909052,932,5,2021S741559090959
447009,V2S,59090959,5909052,932,2,2021S741659090959
447031,V2S,59090959,5909052,932,3,2021S741759090959
468400,V2S,59090959,5909052,932,1,2021S741859090959
489960,V2S,59090959,5909052,932,7,2021S741959090959
575472,V2S,59090959,5909052,932,3,2021S742059090959
596685,V2S,59090959,5909052,932,7,2021S742159090959
618022,V2S,59090959,5909052,932,1,2021S742259090959
639478,V2S,59090959,5909052,932,6,2021S742359090959
703845,V2S,59090959,5909052,932,6,2021S742459090959
703859,V2S,59090959,5909052,932,4,2021S742559090959
831924,V2S,59090959,5909052,932,2,2021S742659090959
874877,V2S,59090959,5909052,932,6,2021S742759090959
960289,V2S,59090959,5909052,932,2,2021S742859090959
960315,V2S,59090959,5909052,932,6,2021S742959090959
1131495,V2S,59090959,5909052,932,4,2021S743059090959
1152985,V2S,59090959,5909052,932,3,2021S743159090959
1153003,V2S,59090959,5909052,932,6,2021S743259090959
1195847,V2S,59090959,5909052,932,2,2021S743359090959
1281388,V2S,59090959,5909052,932,4,2021S743459090959
1302559,V2S,59090959,5909052,932,7,2021S743559090959
1345491,V2S,59090959,5909052,932,2,2021S743659090959
1367008,V2S,59090959,5909052,932,3,2021S743759090959
618038,V2S,59090961,5909052,932,4,2021S743859090961
938928,V2S,59090961,5909052,932,4,2021S743959090961
1067300,V2S,59090961,5909052,932,1,2021S744059090961
682498,V2S,59090975,5909052,932,1,2021S744159090975
725046,V2S,59090975,5909052,932,1,2021S744259090975
810488,V2S,59090975,5909052,932,1,2021S744359090975
1174465,V2S,59090975,5909052,932,1,2021S744459090975
19499,V2S,59090976,5909052,932,2,2021S744559090976
19500,V2S,59090976,5909052,932,1,2021S744659090976
62310,V2S,59090976,5909052,932,2,2021S744759090976
104844,V2S,59090976,5909052,932,1,2021S744859090976
126346,V2S,59090976,5909052,932,1,2021S744959090976
169228,V2S,59090976,5909052,932,2,2021S745059090976
190467,V2S,59090976,5909052,932,2,2021S745159090976
254919,V2S,59090976,5909052,932,2,2021S745259090976
318770,V2S,59090976,5909052,932,1,2021S745359090976
340286,V2S,59090976,5909052,932,1,2021S745459090976
382986,V2S,59090976,5909052,932,1,2021S745559090976
425910,V2S,59090976,5909052,932,2,2021S745659090976
511171,V2S,59090976,5909052,932,1,2021S745759090976
511172,V2S,59090976,5909052,932,1,2021S745859090976
554260,V2S,59090976,5909052,932,1,2021S745959090976
554263,V2S,59090976,5909052,932,1,2021S746059090976
596695,V2S,59090976,5909052,932,3,2021S746159090976
682522,V2S,59090976,5909052,932,1,2021S746259090976
767812,V2S,59090976,5909052,932,1,2021S746359090976
1024546,V2S,59090976,5909052,932,1,2021S746459090976
1045967,V2S,59090976,5909052,932,2,2021S746559090976
1067297,V2S,59090976,5909052,932,2,2021S746659090976
1281418,V2S,59090976,5909052,932,1,2021S746759090976
1281420,V2S,59090976,5909052,932,1,2021S746859090976
1302586,V2S,59090976,5909052,932,1,2021S746959090976
1302588,V2S,59090976,5909052,932,1,2021S747059090976
40787,V2R,59090981,5909020,930,1,2021S747159090981
40802,V2R,59090981,5909020,930,1,2021S747259090981
382954,V2R,59090981,5909020,930,1,2021S747359090981
468353,V2R,59090981,5909020,930,1,2021S747459090981
853290,V2R,59090981,5909020,930,1,2021S747559090981
1174416,V2R,59090981,5909020,930,1,2021S747659090981
256118,V7P,59150059,5915055,933,10,2021S747759150059
384172,V7P,59150059,5915055,933,10,2021S747859150059
1090041,V7P,59150062,5915046,933,3,2021S747959150062
127557,V7P,59150064,5915046,933,7,2021S748059150064
170459,V7P,59150064,5915046,933,9,2021S748159150064
170460,V7P,59150064,5915046,933,2,2021S748259150064
256117,V7P,59150064,5915046,933,4,2021S748359150064
319912,V7P,59150064,5915046,933,2,2021S748459150064
341499,V7P,59150064,5915046,933,2,2021S748559150064
448232,V7P,59150064,5915046,933,4,2021S748659150064
534035,V7P,59150064,5915046,933,7,2021S748759150064
597907,V7P,59150064,5915046,933,8,2021S748859150064
726254,V7P,59150064,5915046,933,6,2021S748959150064
769032,V7P,59150064,5915046,933,2,2021S749059150064
769040,V7P,59150064,5915046,933,8,2021S749159150064
811689,V7P,59150064,5915046,933,8,2021S749259150064
811691,V7P,59150064,5915046,933,5,2021S749359150064
833181,V7P,59150064,5915046,933,2,2021S749459150064
854559,V7P,59150064,5915046,933,2,2021S749559150064
854560,V7P,59150064,5915046,933,1,2021S749659150064
876056,V7P,59150064,5915046,933,5,2021S749759150064
897450,V7P,59150064,5915046,933,2,2021S749859150064
897451,V7P,59150064,5915046,933,5,2021S749959150064
897452,V7P,59150064,5915046,933,5,2021S750059150064
1047233,V7P,59150064,5915046,933,1,2021S750159150064
1111279,V7P,59150064,5915046,933,2,2021S750259150064
1111286,V7P,59150064,5915046,933,5,2021S750359150064
1218380,V7P,59150064,5915046,933,2,2021S750459150064
1218381,V7P,59150064,5915046,933,5,2021S750559150064
1261067,V7P,59150064,5915046,933,2,2021S750659150064
1282606,V7P,59150064,5915046,933,2,2021S750759150064
1282612,V7P,59150064,5915046,933,5,2021S750859150064
1325050,V7P,59150064,5915046,933,2,2021S750959150064
1346677,V7P,59150064,5915046,933,7,2021S751059150064
127556,V7P,59150067,5915046,933,9,2021S751159150067
234744,V7P,59150067,5915046,933,8,2021S751259150067
298688,V7P,59150067,5915046,933,7,2021S751359150067
341502,V7P,59150067,5915046,933,8,2021S751459150067
362885,V7P,59150067,5915046,933,9,2021S751559150067
448231,V7P,59150067,5915046,933,8,2021S751659150067
662298,V7P,59150067,5915046,933,9,2021S751759150067
769036,V7P,59150067,5915046,933,7,2021S751859150067
769037,V7P,59150067,5915046,933,9,2021S751959150067
897449,V7P,59150067,5915046,933,9,2021S752059150067
918851,V7P,59150067,5915046,933,9,2021S752159150067
1090039,V7P,59150067,5915046,933,8,2021S752259150067
1111284,V7P,59150067,5915046,933,9,2021S752359150067
1175651,V7P,59150067,5915046,933,9,2021S752459150067
1303816,V7P,59150067,5915046,933,9,2021S752559150067
1325053,V7P,59150067,5915046,933,9,2021S752659150067
1368233,V7P,59150067,5915046,933,9,2021S752759150067
63556,V7P,59150068,5915046,933,4,2021S752859150068
63557,V7P,59150068,5915046,933,5,2021S752959150068
84831,V7P,59150068,5915046,933,5,2021S753059150068
298691,V7P,59150068,5915046,933,5,2021S753159150068
384170,V7P,59150068,5915046,933,5,2021S753259150068
427102,V7P,59150068,5915046,933,4,2021S753359150068
469634,V7P,59150068,5915046,933,5,2021S753459150068
491186,V7P,59150068,5915046,933,5,2021S753559150068
640667,V7P,59150068,5915046,933,5,2021S753659150068
790238,V7P,59150068,5915046,933,5,2021S753759150068
790239,V7P,59150068,5915046,933,5,2021S753859150068
854558,V7P,59150068,5915046,933,5,2021S753959150068
876054,V7P,59150068,5915046,933,5,2021S754059150068
940147,V7P,59150068,5915046,933,5,2021S754159150068
1111283,V7P,59150068,5915046,933,4,2021S754259150068
1218386,V7P,59150068,5915046,933,5,2021S754359150068
1346681,V7P,59150068,5915046,933,4,2021S754459150068
20734,V7P,59150069,5915046,933,3,2021S754559150069
42011,V7P,59150069,5915046,933,5,2021S754659150069
213041,V7P,59150069,5915046,933,5,2021S754759150069
213043,V7P,59150069,5915046,933,3,2021S754859150069
277383,V7P,59150069,5915046,933,4,2021S754959150069
341503,V7P,59150069,5915046,933,5,2021S755059150069
384168,V7P,59150069,5915046,933,5,2021S755159150069
427100,V7P,59150069,5915046,933,4,2021S755259150069
512370,V7P,59150069,5915046,933,4,2021S755359150069
597906,V7P,59150069,5915046,933,4,2021S755459150069
961489,V7P,59150069,5915046,933,5,2021S755559150069
961491,V7P,59150069,5915046,933,3,2021S755659150069
1004512,V7P,59150069,5915046,933,5,2021S755759150069
1090038,V7P,59150069,5915046,933,3,2021S755859150069
1132764,V7P,59150069,5915046,933,3,2021S755959150069
1154221,V7P,59150069,5915046,933,3,2021S756059150069
1218384,V7P,59150069,5915046,933,5,2021S756159150069
1303814,V7P,59150069,5915046,933,3,2021S756259150069
127549,V7P,59150070,5915046,933,2,2021S756359150070
191676,V7P,59150070,5915046,933,3,2021S756459150070
277380,V7P,59150070,5915046,933,6,2021S756559150070
319913,V7P,59150070,5915046,933,9,2021S756659150070
405566,V7P,59150070,5915046,933,8,2021S756759150070
576657,V7P,59150070,5915046,933,4,2021S756859150070
705090,V7P,59150070,5915046,933,3,2021S756959150070
747659,V7P,59150070,5915046,933,5,2021S757059150070
769034,V7P,59150070,5915046,933,5,2021S757159150070
769035,V7P,59150070,5915046,933,6,2021S757259150070
811690,V7P,59150070,5915046,933,7,2021S757359150070
854562,V7P,59150070,5915046,933,2,2021S757459150070
897447,V7P,59150070,5915046,933,5,2021S757559150070
897448,V7P,59150070,5915046,933,1,2021S757659150070
897454,V7P,59150070,5915046,933,1,2021S757759150070
961487,V7P,59150070,5915046,933,9,2021S757859150070
982930,V7P,59150070,5915046,933,7,2021S757959150070
1047234,V7P,59150070,5915046,933,4,2021S758059150070
1154220,V7P,59150070,5915046,933,8,2021S758159150070
1218385,V7P,59150070,5915046,933,5,2021S758259150070
1239711,V7P,59150070,5915046,933,5,2021S758359150070
1282607,V7P,59150070,5915046,933,5,2021S758459150070
1282608,V7P,59150070,5915046,933,5,2021S758559150070
1303811,V7P,59150070,5915046,933,5,2021S758659150070
1303812,V7P,59150070,5915046,933,5,2021S758759150070
1303818,V7P,59150070,5915046,933,5,2021S758859150070
20724,V7P,59150071,5915046,933,2,2021S758959150071
42014,V7P,59150071,5915046,933,35,2021S759059150071
42016,V7P,59150071,5915046,933,31,2021S759159150071
63552,V7P,59150071,5915046,933,2,2021S759259150071
127548,V7P,59150071,5915046,933,2,2021S759359150071
170456,V7P,59150071,5915046,933,2,2021S759459150071
170464,V7P,59150071,5915046,933,31,2021S759559150071
191679,V7P,59150071,5915046,933,2,2021S759659150071
298686,V7P,59150071,5915046,933,12,2021S759759150071
298687,V7P,59150071,5915046,933,2,2021S759859150071
319914,V7P,59150071,5915046,933,13,2021S759959150071
319915,V7P,59150071,5915046,933,2,2021S760059150071
341505,V7P,59150071,5915046,933,26,2021S760159150071
341511,V7P,59150071,5915046,933,31,2021S760259150071
384165,V7P,59150071,5915046,933,1,2021S760359150071
405564,V7P,59150071,5915046,933,2,2021S760459150071
448230,V7P,59150071,5915046,933,31,2021S760559150071
469631,V7P,59150071,5915046,933,2,2021S760659150071
491182,V7P,59150071,5915046,933,21,2021S760759150071
491185,V7P,59150071,5915046,933,31,2021S760859150071
512369,V7P,59150071,5915046,933,20,2021S760959150071
512374,V7P,59150071,5915046,933,35,2021S761059150071
534031,V7P,59150071,5915046,933,2,2021S761159150071
555520,V7P,59150071,5915046,933,2,2021S761259150071
555524,V7P,59150071,5915046,933,31,2021S761359150071
576661,V7P,59150071,5915046,933,2,2021S761459150071
619289,V7P,59150071,5915046,933,13,2021S761559150071
619291,V7P,59150071,5915046,933,2,2021S761659150071
640665,V7P,59150071,5915046,933,2,2021S761759150071
662299,V7P,59150071,5915046,933,23,2021S761859150071
683717,V7P,59150071,5915046,933,26,2021S761959150071
683719,V7P,59150071,5915046,933,35,2021S762059150071
726250,V7P,59150071,5915046,933,35,2021S762159150071
790233,V7P,59150071,5915046,933,2,2021S762259150071
790234,V7P,59150071,5915046,933,12,2021S762359150071
790235,V7P,59150071,5915046,933,2,2021S762459150071
790236,V7P,59150071,5915046,933,1,2021S762559150071
811686,V7P,59150071,5915046,933,21,2021S762659150071
811687,V7P,59150071,5915046,933,2,2021S762759150071
833179,V7P,59150071,5915046,933,35,2021S762859150071
833180,V7P,59150071,5915046,933,32,2021S762959150071
833186,V7P,59150071,5915046,933,23,2021S763059150071
854564,V7P,59150071,5915046,933,23,2021S763159150071
876052,V7P,59150071,5915046,933,3,2021S763259150071
897446,V7P,59150071,5915046,933,4,2021S763359150071
918846,V7P,59150071,5915046,933,26,2021S763459150071
918848,V7P,59150071,5915046,933,12,2021S763559150071
918850,V7P,59150071,5915046,933,12,2021S763659150071
918852,V7P,59150071,5915046,933,34,2021S763759150071
940142,V7P,59150071,5915046,933,2,2021S763859150071
940148,V7P,59150071,5915046,933,2,2021S763959150071
940151,V7P,59150071,5915046,933,23,2021S764059150071
961488,V7P,59150071,5915046,933,23,2021S764159150071
1004509,V7P,59150071,5915046,933,4,2021S764259150071
1004513,V7P,59150071,5915046,933,2,2021S764359150071
1004514,V7P,59150071,5915046,933,26,2021S764459150071
1068529,V7P,59150071,5915046,933,26,2021S764559150071
1090042,V7P,59150071,5915046,933,23,2021S764659150071
1111280,V7P,59150071,5915046,933,2,2021S764759150071
1111282,V7P,59150071,5915046,933,35,2021S764859150071
1132763,V7P,59150071,5915046,933,34,2021S764959150071
1132767,V7P,59150071,5915046,933,35,2021S765059150071
1175648,V7P,59150071,5915046,933,34,2021S765159150071
1175652,V7P,59150071,5915046,933,34,2021S765259150071
1197026,V7P,59150071,5915046,933,32,2021S765359150071
1239714,V7P,59150071,5915046,933,35,2021S765459150071
1261068,V7P,59150071,5915046,933,32,2021S765559150071
1261075,V7P,59150071,5915046,933,23,2021S765659150071
1303809,V7P,59150071,5915046,933,2,2021S765759150071
1303813,V7P,59150071,5915046,933,13,2021S765859150071
1325057,V7P,59150071,5915046,933,34,2021S765959150071
1346675,V7P,59150071,5915046,933,31,2021S766059150071
1346676,V7P,59150071,5915046,933,35,2021S766159150071
1368227,V7P,59150071,5915046,933,20,2021S766259150071
1368228,V7P,59150071,5915046,933,3,2021S766359150071
1368232,V7P,59150071,5915046,933,32,2021S766459150071
20722,V7P,59150072,5915046,933,4,2021S766559150072
20723,V7P,59150072,5915046,933,4,2021S766659150072
20726,V7P,59150072,5915046,933,1,2021S766759150072
84829,V7P,59150072,5915046,933,2,2021S766859150072
84830,V7P,59150072,5915046,933,2,2021S766959150072
149104,V7P,59150072,5915046,933,8,2021S767059150072
170458,V7P,59150072,5915046,933,12,2021S767159150072
213042,V7P,59150072,5915046,933,4,2021S767259150072
277381,V7P,59150072,5915046,933,11,2021S767359150072
319917,V7P,59150072,5915046,933,1,2021S767459150072
362882,V7P,59150072,5915046,933,12,2021S767559150072
384166,V7P,59150072,5915046,933,12,2021S767659150072
427101,V7P,59150072,5915046,933,7,2021S767759150072
469629,V7P,59150072,5915046,933,2,2021S767859150072
576659,V7P,59150072,5915046,933,12,2021S767959150072
640666,V7P,59150072,5915046,933,12,2021S768059150072
662295,V7P,59150072,5915046,933,4,2021S768159150072
705092,V7P,59150072,5915046,933,6,2021S768259150072
705097,V7P,59150072,5915046,933,6,2021S768359150072
769044,V7P,59150072,5915046,933,6,2021S768459150072
790240,V7P,59150072,5915046,933,3,2021S768559150072
790243,V7P,59150072,5915046,933,8,2021S768659150072
854556,V7P,59150072,5915046,933,7,2021S768759150072
940143,V7P,59150072,5915046,933,8,2021S768859150072
982931,V7P,59150072,5915046,933,4,2021S768959150072
1025735,V7P,59150072,5915046,933,1,2021S769059150072
1025738,V7P,59150072,5915046,933,4,2021S769159150072
1047235,V7P,59150072,5915046,933,11,2021S769259150072
1068521,V7P,59150072,5915046,933,5,2021S769359150072
1068525,V7P,59150072,5915046,933,3,2021S769459150072
1111285,V7P,59150072,5915046,933,4,2021S769559150072
1154223,V7P,59150072,5915046,933,5,2021S769659150072
1154224,V7P,59150072,5915046,933,2,2021S769759150072
1239712,V7P,59150072,5915046,933,12,2021S769859150072
1261070,V7P,59150072,5915046,933,3,2021S769959150072
1303817,V7P,59150072,5915046,933,1,2021S770059150072
1325052,V7P,59150072,5915046,933,11,2021S770159150072
42013,V7P,59150073,5915051,933,2,2021S770259150073
106115,V7P,59150073,5915051,933,2,2021S770359150073
191678,V7P,59150073,5915051,933,3,2021S770459150073
298685,V7P,59150073,5915051,933,2,2021S770559150073
298690,V7P,59150073,5915051,933,3,2021S770659150073
469635,V7P,59150073,5915051,933,4,2021S770759150073
512373,V7P,59150073,5915051,933,6,2021S770859150073
597908,V7P,59150073,5915051,933,2,2021S770959150073
705100,V7P,59150073,5915051,933,6,2021S771059150073
726255,V7P,59150073,5915051,933,6,2021S771159150073
747661,V7P,59150073,5915051,933,3,2021S771259150073
1068524,V7P,59150073,5915051,933,4,2021S771359150073
1090040,V7P,59150073,5915051,933,5,2021S771459150073
1197027,V7P,59150073,5915051,933,4,2021S771559150073
1218379,V7P,59150073,5915051,933,2,2021S771659150073
1261073,V7P,59150073,5915051,933,5,2021S771759150073
1346674,V7P,59150073,5915051,933,7,2021S771859150073
20725,V7P,59150074,5915051,933,2,2021S771959150074
20733,V7P,59150074,5915051,933,1,2021S772059150074
84832,V7P,59150074,5915051,933,1,2021S772159150074
191680,V7P,59150074,5915051,933,1,2021S772259150074
213045,V7P,59150074,5915051,933,2,2021S772359150074
277385,V7P,59150074,5915051,933,2,2021S772459150074
384171,V7P,59150074,5915051,933,1,2021S772559150074
512375,V7P,59150074,5915051,933,1,2021S772659150074
726252,V7P,59150074,5915051,933,2,2021S772759150074
769043,V7P,59150074,5915051,933,2,2021S772859150074
790242,V7P,59150074,5915051,933,1,2021S772959150074
833185,V7P,59150074,5915051,933,1,2021S773059150074
876057,V7P,59150074,5915051,933,1,2021S773159150074
1004515,V7P,59150074,5915051,933,1,2021S773259150074
1154228,V7P,59150074,5915051,933,2,2021S773359150074
1282613,V7P,59150074,5915051,933,1,2021S773459150074
1346680,V7P,59150074,5915051,933,2,2021S773559150074
20727,V7P,59150075,5915051,933,9,2021S773659150075
20728,V7P,59150075,5915051,933,6,2021S773759150075
106113,V7P,59150075,5915051,933,8,2021S773859150075
106114,V7P,59150075,5915051,933,11,2021S773959150075
127553,V7P,59150075,5915051,933,4,2021S774059150075
127555,V7P,59150075,5915051,933,9,2021S774159150075
234745,V7P,59150075,5915051,933,8,2021S774259150075
384169,V7P,59150075,5915051,933,4,2021S774359150075
512372,V7P,59150075,5915051,933,6,2021S774459150075
705095,V7P,59150075,5915051,933,9,2021S774559150075
876053,V7P,59150075,5915051,933,7,2021S774659150075
897453,V7P,59150075,5915051,933,6,2021S774759150075
940149,V7P,59150075,5915051,933,7,2021S774859150075
982932,V7P,59150075,5915051,933,10,2021S774959150075
1068522,V7P,59150075,5915051,933,11,2021S775059150075
1090036,V7P,59150075,5915051,933,6,2021S775159150075
1132762,V7P,59150075,5915051,933,5,2021S775259150075
1154222,V7P,59150075,5915051,933,8,2021S775359150075
1154225,V7P,59150075,5915051,933,3,2021S775459150075
1154226,V7P,59150075,5915051,933,3,2021S775559150075
1175649,V7P,59150075,5915051,933,9,2021S775659150075
1197030,V7P,59150075,5915051,933,6,2021S775759150075
1325054,V7P,59150075,5915051,933,10,2021S775859150075
1346678,V7P,59150075,5915051,933,7,2021S775959150075
448229,V7P,59150076,5915051,933,7,2021S776059150076
747664,V7P,59150076,5915051,933,7,2021S776159150076
149078,V7L,59150085,5915051,933,2,2021S776259150085
362861,V7L,59150085,5915051,933,2,2021S776359150085
362869,V7L,59150085,5915051,933,2,2021S776459150085
790215,V7L,59150085,5915051,933,2,2021S776559150085
1218339,V7L,59150085,5915051,933,2,2021S776659150085
213019,V7L,59150086,5915051,933,2,2021S776759150086
1175625,V7L,59150086,5915051,933,2,2021S776859150086
1218348,V7L,59150086,5915051,933,2,2021S776959150086
1368204,V7L,59150086,5915051,933,2,2021S777059150086
63521,V7L,59150087,5915051,933,1,2021S777159150087
384146,V7L,59150087,5915051,933,1,2021S777259150087
405537,V7L,59150087,5915051,933,1,2021S777359150087
811655,V7L,59150087,5915051,933,1,2021S777459150087
897413,V7L,59150087,5915051,933,1,2021S777559150087
1196996,V7L,59150087,5915051,933,1,2021S777659150087
469598,V7L,59150088,5915051,933,1,2021S777759150088
705072,V7L,59150088,5915051,933,1,2021S777859150088
726226,V7L,59150088,5915051,933,1,2021S777959150088
1346649,V7L,59150088,5915051,933,1,2021S778059150088
20691,V7L,59150089,5915051,933,1,2021S778159150089
20692,V7L,59150089,5915051,933,2,2021S778259150089
191647,V7L,59150089,5915051,933,1,2021S778359150089
277359,V7L,59150089,5915051,933,3,2021S778459150089
341472,V7L,59150089,5915051,933,3,2021S778559150089
427081,V7L,59150089,5915051,933,2,2021S778659150089
555504,V7L,59150089,5915051,933,3,2021S778759150089
640641,V7L,59150089,5915051,933,2,2021S778859150089
662271,V7L,59150089,5915051,933,1,2021S778959150089
790217,V7L,59150089,5915051,933,1,2021S779059150089
854530,V7L,59150089,5915051,933,3,2021S779159150089
1090020,V7L,59150089,5915051,933,1,2021S779259150089
1325030,V7L,59150089,5915051,933,2,2021S779359150089
1346650,V7L,59150089,5915051,933,3,2021S779459150089
41981,V7L,59150090,5915051,933,1,2021S779559150090
41983,V7L,59150090,5915051,933,2,2021S779659150090
63525,V7L,59150090,5915051,933,4,2021S779759150090
106089,V7L,59150090,5915051,933,4,2021S779859150090
277361,V7L,59150090,5915051,933,2,2021S779959150090
298668,V7L,59150090,5915051,933,3,2021S780059150090
341463,V7L,59150090,5915051,933,1,2021S780159150090
362866,V7L,59150090,5915051,933,2,2021S780259150090
512347,V7L,59150090,5915051,933,1,2021S780359150090
619250,V7L,59150090,5915051,933,4,2021S780459150090
662272,V7L,59150090,5915051,933,2,2021S780559150090
1068499,V7L,59150090,5915051,933,4,2021S780659150090
1218349,V7L,59150090,5915051,933,1,2021S780759150090
1261036,V7L,59150090,5915051,933,3,2021S780859150090
1282574,V7L,59150090,5915051,933,3,2021S780959150090
63523,V7L,59150091,5915051,933,2,2021S781059150091
234719,V7L,59150091,5915051,933,1,2021S781159150091
384136,V7L,59150091,5915051,933,1,2021S781259150091
1047215,V7L,59150091,5915051,933,1,2021S781359150091
1346642,V7L,59150091,5915051,933,2,2021S781459150091
1346651,V7L,59150091,5915051,933,2,2021S781559150091
405533,V7L,59150092,5915051,933,2,2021S781659150092
512346,V7L,59150092,5915051,933,2,2021S781759150092
1261038,V7L,59150092,5915051,933,2,2021S781859150092
63547,V7N,59150097,5915051,933,3,2021S781959150097
127538,V7N,59150097,5915051,933,7,2021S782059150097
256104,V7N,59150097,5915051,933,9,2021S782159150097
341487,V7N,59150097,5915051,933,4,2021S782259150097
362879,V7N,59150097,5915051,933,1,2021S782359150097
384162,V7N,59150097,5915051,933,10,2021S782459150097
405562,V7N,59150097,5915051,933,9,2021S782559150097
469623,V7N,59150097,5915051,933,8,2021S782659150097
512356,V7N,59150097,5915051,933,2,2021S782759150097
534020,V7N,59150097,5915051,933,7,2021S782859150097
534021,V7N,59150097,5915051,933,8,2021S782959150097
555517,V7N,59150097,5915051,933,10,2021S783059150097
576651,V7N,59150097,5915051,933,4,2021S783159150097
683707,V7N,59150097,5915051,933,3,2021S783259150097
747656,V7N,59150097,5915051,933,4,2021S783359150097
769028,V7N,59150097,5915051,933,7,2021S783459150097
811681,V7N,59150097,5915051,933,8,2021S783559150097
854542,V7N,59150097,5915051,933,2,2021S783659150097
982921,V7N,59150097,5915051,933,9,2021S783759150097
1090031,V7N,59150097,5915051,933,2,2021S783859150097
1111277,V7N,59150097,5915051,933,10,2021S783959150097
1197021,V7N,59150097,5915051,933,8,2021S784059150097
1239703,V7N,59150097,5915051,933,9,2021S784159150097
1346670,V7N,59150097,5915051,933,7,2021S784259150097
1346671,V7N,59150097,5915051,933,4,2021S784359150097
127546,V7N,59150098,5915051,933,4,2021S784459150098
298681,V7N,59150098,5915051,933,4,2021S784559150098
384156,V7N,59150098,5915051,933,4,2021S784659150098
1303803,V7N,59150098,5915051,933,4,2021S784759150098
